# Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (ft/s²),Total velocity (ft/s),Total acceleration (ft/s²),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (ft/s),Lateral acceleration (ft/s²),Latitude (°),Longitude (°),Gravitational acceleration (ft/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (oz),Motor mass (oz),Longitudinal moment of inertia (lb·ft²),Rotational moment of inertia (lb·ft²),CP location (in),CG location (in),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (ft/s²),Reference length (in),Reference area (in²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (ft/s),Air temperature (°F),Air pressure (mbar),Speed of sound (ft/s),Simulation time step (s),Computation time (s),Dynamic Pressure (mbar)
1.731,523.9,574.765,305.147,579.102,309.942,54.243,0.002,54.243,0.002,70.743,54.308,32.9,-106,32.121,0.559,0,0.007,0,1918.153,574.032,1773.74,5.85,129.857,106.894,3.827,0.501,46041470.371,5818.352,155.992,0.489,0.489,0.338,0.023,0.128,0.094,0.359,-0,0,0,0,0,0.001,0.071,6,28.274,81.146,0.003,13.058,97.154,990.637,1158.905,0.05,0.016,173.819
1.781,553.018,589.967,304.317,594.518,308.884,57.848,0.002,57.848,0.002,73.417,52.92,32.9,-106,32.121,0.41,0,0.008,0,1913.821,569.699,1773.697,5.843,130.326,106.932,3.899,0.515,47238691.987,5797.164,164.726,0.49,0.491,0.337,0.023,0.13,0.068,0.265,-0,0,0,0,0,0.002,0.073,6,28.274,81.284,0.003,12.73,96.996,989.675,1158.73,0.05,0.016,183.07
1.831,582.897,605.182,304.468,609.938,308.735,61.584,0.002,61.584,0.002,76.022,51.152,32.9,-106,32.121,0.168,0,0.01,0,1909.623,565.501,1773.698,5.836,131.07,106.969,4.017,0.528,48444024.833,5791.945,173.81,0.492,0.492,0.337,0.024,0.131,0.028,0.108,-0,0,0,0,0,0.002,0.075,6,28.274,81.447,0.003,13.19,96.834,988.687,1158.551,0.05,0.017,192.554
1.881,613.537,620.431,305.353,625.382,309.315,65.448,0.003,65.448,0.002,78.533,49.352,32.9,-106,32.121,0.077,0,-0.01,-0,1904.225,560.104,1773.713,5.827,131.397,107.017,4.063,0.541,49649658.308,5795.549,183.257,0.494,0.494,0.336,0.025,0.133,0.013,0.054,-0,0,0,0,0,-0.002,0.077,6,28.274,81.621,0.004,13.724,96.667,987.675,1158.367,0.05,0.017,202.282
1.931,644.939,635.644,304.366,640.778,308.03,69.436,0.003,69.436,0.002,80.946,47.37,32.9,-106,32.121,0.279,0,-0.009,-0,1900.56,556.438,1773.717,5.821,130.887,107.048,3.973,0.555,50846300.282,5773.79,192.996,0.496,0.496,0.336,0.025,0.134,0.046,0.186,0,0,0,0,0,-0.002,0.079,6,28.274,81.79,0.004,13.941,96.497,986.637,1158.178,0.05,0.017,212.206
1.981,677.1,650.783,303.001,656.087,306.439,73.541,0.003,73.541,0.003,83.263,45.769,32.9,-106,32.121,0.386,0,-0.007,-0,1895.694,551.572,1773.608,5.813,130.656,107.084,3.929,0.568,52025048.712,5743.631,202.901,0.497,0.498,0.335,0.026,0.136,0.065,0.256,0,0,0,0,0,-0.001,0.081,6,28.274,81.937,0.004,13.419,96.322,985.574,1157.986,0.05,0.018,222.298
2.031,710.016,665.856,301.656,671.324,304.898,77.761,0.004,77.761,0.003,85.511,44.345,32.9,-106,32.121,0.485,0,-0.006,-0,1890.763,546.641,1773.685,5.805,130.457,107.126,3.888,0.581,53199681.774,5714.474,213.096,0.499,0.5,0.335,0.027,0.138,0.082,0.32,0,0,0,0,0,-0.001,0.082,6,28.274,82.054,0.005,13.184,96.143,984.487,1157.788,0.05,0.018,232.561
2.081,743.688,681.054,304.141,686.679,307.264,82.092,0.004,82.092,0.003,87.717,43.698,32.9,-106,32.121,0.572,0,-0.003,-0,1886.097,541.976,1773.62,5.798,130.297,107.16,3.856,0.595,54386048.644,5750.251,223.721,0.501,0.502,0.334,0.028,0.139,0.098,0.377,0,0,0,0,0,-0,0.084,6,28.274,82.131,0.005,13.357,95.96,983.374,1157.586,0.05,0.018,243.126
2.131,778.12,696.211,303.136,701.989,306.19,86.532,0.004,86.532,0.003,89.881,43.135,32.9,-106,32.121,0.595,0,-0,-0,1881.898,537.776,1773.514,5.791,130.314,107.188,3.854,0.608,55565296.379,5731.393,234.574,0.503,0.504,0.334,0.029,0.141,0.102,0.393,-0,0,0,0,0,-0,0.086,6,28.274,82.16,0.006,13.375,95.773,982.236,1157.379,0.05,0.019,253.879
2.181,813.307,711.259,301.06,717.187,304.101,91.079,0.005,91.079,0.003,92.023,42.903,32.9,-106,32.12,0.586,0,0.003,-0,1877.566,533.444,1773.44,5.784,130.423,107.218,3.867,0.621,56736317.91,5695.919,245.658,0.506,0.506,0.333,0.029,0.143,0.101,0.389,0,0,0,0,0,0,0.088,6,28.274,82.135,0.007,13.657,95.582,981.073,1157.168,0.05,0.019,264.769
2.231,849.243,726.2,298.706,732.28,301.829,95.734,0.005,95.734,0.003,94.167,43.301,32.9,-106,32.12,0.515,0,0.006,-0,1872.834,528.712,1773.406,5.776,130.702,107.251,3.908,0.635,57896337.203,5656.557,256.925,0.508,0.508,0.332,0.03,0.145,0.088,0.344,-0,0,0,0,0,0.001,0.09,6,28.274,82.055,0.007,13.84,95.387,979.886,1156.953,0.05,0.019,275.792
2.281,885.926,741.119,298.374,747.357,301.708,100.497,0.006,100.497,0.003,96.363,44.728,32.9,-106,32.12,0.369,-0,0.008,-0,1867.968,523.847,1773.35,5.768,131.192,107.283,3.985,0.648,59048077.424,5651.833,268.406,0.51,0.51,0.332,0.031,0.147,0.063,0.248,0,0,0,0,0,0.001,0.092,6,28.274,81.926,0.008,13.644,95.188,978.674,1156.733,0.05,0.019,287.014
2.331,923.351,755.896,295.536,762.303,299.116,105.371,0.006,105.371,0.003,98.626,46.141,32.9,-106,32.12,0.212,0,0.01,-0,1862.636,518.514,1773.143,5.759,131.728,107.312,4.069,0.661,60190704.43,5606.154,280.167,0.512,0.512,0.331,0.032,0.149,0.036,0.143,-0,0,0,0,0,0.002,0.094,6,28.274,81.758,0.008,13.702,94.984,977.437,1156.508,0.05,0.019,298.341
2.381,961.513,770.562,293.081,777.149,296.965,110.36,0.007,110.36,0.004,100.968,47.87,32.9,-106,32.12,0.04,-0,0.011,-0,1858.971,514.849,1773.184,5.753,132.317,107.338,4.163,0.674,61323656.018,5572.714,292.218,0.515,0.515,0.331,0.034,0.15,0.007,0.025,-0,0,0,0,0,0.002,0.095,6,28.274,81.568,0.007,13.789,94.777,976.176,1156.279,0.05,0.02,309.79
2.431,1000.405,785.108,290.902,791.889,295.184,115.469,0.008,115.469,0.004,103.407,50.094,32.9,-106,32.12,0.191,0,-0.01,-0,1854.105,509.984,1773.084,5.745,131.974,107.366,4.101,0.687,62435522.127,5541.932,304.471,0.517,0.517,0.33,0.035,0.152,0.032,0.134,0,0,0,0,0,-0.002,0.097,6,28.274,81.374,0.007,12.987,94.566,974.89,1156.046,0.05,0.02,321.351
2.481,1040.022,799.59,289.4,806.581,294.038,120.703,0.008,120.703,0.004,105.963,52.018,32.9,-106,32.12,0.359,-0,-0.008,-0,1849.907,505.785,1773.075,5.738,131.597,107.392,4.034,0.699,63547142.425,5523.756,317.143,0.52,0.52,0.33,0.036,0.154,0.061,0.249,-0,0,0,0,0,-0.001,0.099,6,28.274,81.203,0.006,12.615,94.351,973.581,1155.808,0.05,0.02,333.068
2.531,1080.362,814.018,288.457,821.23,293.373,126.067,0.009,126.067,0.004,108.599,53.48,32.9,-106,32.12,0.469,-0,-0.006,0,1845.574,501.453,1773.001,5.731,131.391,107.415,3.996,0.712,64653994.981,5513.411,330.143,0.522,0.523,0.329,0.037,0.156,0.081,0.325,-0,0,0,0,0,-0,0.101,6,28.274,81.077,0.006,12.372,94.132,972.248,1155.566,0.05,0.02,344.939
2.581,1121.422,828.363,286.95,835.804,291.916,131.564,0.01,131.564,0.004,111.281,53.614,32.9,-106,32.12,0.449,0,-0.002,-0,1840.287,496.165,1772.866,5.722,131.549,107.442,4.018,0.725,65764537.913,5488.608,343.471,0.525,0.525,0.328,0.038,0.158,0.078,0.313,0,0,0,0,0,-0,0.103,6,28.274,81.009,0.006,13.122,93.909,970.891,1155.32,0.05,0.021,356.937
2.631,1163.196,842.616,285.07,850.284,289.948,137.194,0.01,137.194,0.004,113.936,52.96,32.9,-106,32.119,0.379,0,0.001,0,1835.976,491.854,1772.636,5.715,131.847,107.459,4.065,0.738,66864302.001,5459.057,357.033,0.528,0.528,0.328,0.04,0.16,0.066,0.267,0,0,0,0,0,0,0.105,6,28.274,81.001,0.005,13.802,93.682,969.511,1155.069,0.05,0.021,369.037
2.681,1205.681,856.778,283.255,864.67,287.989,142.957,0.011,142.957,0.004,116.554,52.003,32.9,-106,32.119,0.313,0,0.004,-0,1831.244,487.122,1772.505,5.708,132.139,107.481,4.11,0.75,67944951.13,5428.895,370.782,0.531,0.531,0.327,0.041,0.162,0.054,0.221,0,0,0,0,0,0,0.106,6,28.274,81.045,0.005,13.668,93.451,968.107,1154.814,0.05,0.021,381.237
2.731,1248.874,870.916,282.809,879.025,287.305,148.849,0.012,148.849,0.005,119.121,50.629,32.9,-106,32.119,0.202,0,0.006,-0,1827.444,483.323,1772.316,5.701,132.561,107.495,4.178,0.763,69020957.876,5422.145,384.884,0.534,0.534,0.326,0.043,0.164,0.035,0.144,0,0,0,0,0,0,0.108,6,28.274,81.134,0.005,13.596,93.216,966.679,1154.555,0.05,0.021,393.586
2.781,1292.773,885.052,282.739,893.367,286.91,154.867,0.013,154.867,0.005,121.606,48.746,32.9,-105.999,32.119,0.049,0,0.007,-0,1822.515,478.394,1771.993,5.693,133.116,107.51,4.268,0.776,70097582.292,5417.479,399.462,0.537,0.537,0.326,0.045,0.167,0.008,0.034,0,0,0,0,0,0.001,0.11,6,28.274,81.252,0.005,13.837,92.978,965.229,1154.292,0.05,0.022,406.099
2.831,1337.376,899.054,280.037,907.562,283.892,161.007,0.014,161.007,0.005,123.975,46.627,32.9,-105.999,32.119,0.072,0,-0.007,-0,1819.55,475.429,1772.105,5.688,133.161,107.529,4.272,0.788,71152830.166,5377.111,414.271,0.54,0.54,0.325,0.047,0.169,0.012,0.053,0,0,0,0,0,-0.001,0.112,6,28.274,81.378,0.005,13.53,92.735,963.755,1154.024,0.05,0.022,418.65
2.881,1382.677,913,278.903,921.69,282.523,167.263,0.015,167.263,0.005,126.261,45.078,32.9,-105.999,32.119,0.153,0,-0.006,-0,1814.737,470.616,1771.899,5.68,133.039,107.545,4.249,0.8,72196275.99,5357.973,429.424,0.544,0.544,0.324,0.049,0.171,0.026,0.113,-0,0,0,0,0,-0,0.113,6,28.274,81.492,0.007,12.84,92.489,962.258,1153.752,0.05,0.022,431.307
2.931,1428.673,926.853,277.043,935.714,280.463,173.632,0.016,173.632,0.005,128.471,43.661,32.9,-105.999,32.119,0.219,0,-0.004,-0,1810.006,465.884,1771.256,5.673,132.967,107.548,4.236,0.813,73231216.143,5328.692,444.981,0.547,0.547,0.324,0.051,0.173,0.038,0.161,-0,0,0,0,0,-0,0.115,6,28.274,81.58,0.008,12.373,92.24,960.738,1153.476,0.05,0.022,444.031
2.981,1475.359,940.586,274.584,949.613,277.884,180.109,0.016,180.109,0.005,130.618,42.696,32.9,-105.999,32.118,0.246,0,-0.002,-0,1805.208,461.087,1771.118,5.665,133.007,107.565,4.24,0.825,74254143.214,5291.546,460.894,0.551,0.551,0.323,0.053,0.175,0.043,0.183,-0,0,0,0,0,-0,0.117,6,28.274,81.629,0.009,11.931,91.986,959.195,1153.196,0.05,0.022,456.796
3.031,1522.732,954.332,274.839,963.521,278.122,186.694,0.017,186.694,0.005,132.751,42.607,32.9,-105.999,32.118,0.247,0,0.001,-0,1800.396,456.275,1770.778,5.657,133.124,107.576,4.258,0.837,75278567.789,5298.92,477.41,0.555,0.555,0.322,0.056,0.177,0.043,0.185,-0,0,0,0,0,0,0.118,6,28.274,81.635,0.01,11.8,91.729,957.629,1152.912,0.05,0.023,469.726
3.081,1570.789,967.933,271.958,977.284,275.295,193.384,0.019,193.384,0.005,134.87,42.736,32.9,-105.999,32.118,0.206,0,0.003,-0,1794.063,449.942,1770.335,5.647,133.363,107.588,4.296,0.849,76289798.052,5254.973,494.34,0.56,0.56,0.321,0.058,0.18,0.036,0.155,-0,0,0,0,0,0,0.12,6,28.274,81.594,0.01,11.724,91.468,956.041,1152.624,0.05,0.023,482.668
3.131,1619.523,981.443,269.945,990.962,273.422,200.181,0.02,200.181,0.006,137.02,43.461,32.9,-105.999,32.118,0.143,0,0.005,-0,1789.756,445.635,1771.063,5.639,133.668,107.626,4.34,0.861,77294552.444,5231.909,511.875,0.564,0.564,0.321,0.062,0.182,0.025,0.108,0,0,0,0,0,0,0.122,6,28.274,81.514,0.01,11.896,91.203,954.431,1152.331,0.05,0.023,495.676
3.181,1668.93,994.815,267.545,1004.508,271.243,207.086,0.021,207.086,0.006,139.21,44.641,32.9,-105.999,32.118,0.049,0,0.006,-0,1780.349,436.228,1769.854,5.624,134.067,107.625,4.407,0.873,78285061.258,5191.35,529.976,0.569,0.569,0.32,0.065,0.184,0.008,0.037,-0,0,0,0,0,0,0.123,6,28.274,81.407,0.01,11.967,90.935,952.798,1152.035,0.05,0.023,508.696
3.231,1719.002,1008.059,264.335,1017.937,268.273,214.103,0.022,214.103,0.006,141.465,45.798,32.9,-105.999,32.118,0.046,0,-0.006,-0,1778.486,434.364,1769.974,5.621,134.201,107.634,4.428,0.885,79265345.934,5159.249,548.832,0.575,0.575,0.319,0.069,0.186,0.008,0.036,0,0,0,0,0,-0,0.125,6,28.274,81.289,0.009,12.122,90.663,951.15,1151.734,0.05,0.024,521.742
3.281,1769.735,1021.249,263.824,1031.323,268.051,221.234,0.023,221.234,0.006,143.794,47.416,32.9,-105.999,32.118,0.143,0,-0.005,-0,1769.624,425.503,1769.799,5.606,134.048,107.657,4.399,0.897,80240958.857,5152.166,568.647,0.581,0.581,0.319,0.074,0.189,0.025,0.111,-0,0,0,0,0,-0,0.127,6,28.274,81.182,0.008,11.982,90.387,949.539,1151.43,0.05,0.024,534.915
3.331,1821.125,1034.369,262.216,1044.647,266.58,228.483,0.025,228.483,0.006,146.184,48.042,32.9,-105.999,32.117,0.179,0,-0.003,0,1765.509,421.387,1768.961,5.6,134.077,107.646,4.405,0.909,81214993.711,5134.96,584.83,0.583,0.583,0.317,0.075,0.191,0.032,0.14,0,0,0,0,0,-0,0.128,6,28.274,81.107,0.008,12.324,90.108,947.907,1151.122,0.05,0.024,548.162
3.381,1873.17,1047.44,261.664,1057.927,266.06,235.853,0.026,235.853,0.006,148.586,48.163,32.9,-105.999,32.117,0.175,0,-0.001,0,1758.156,414.034,1768.555,5.588,134.221,107.654,4.428,0.921,82182768.824,5122.901,599.686,0.583,0.584,0.315,0.075,0.193,0.031,0.138,-0,0,0,0,0,-0,0.13,6,28.274,81.072,0.008,12.673,89.825,946.254,1150.809,0.05,0.024,561.495
3.431,1925.867,1060.441,259.928,1071.135,264.278,243.342,0.027,243.342,0.006,150.979,47.75,32.9,-105.999,32.117,0.162,0,0.001,-0,1752.817,408.696,1768.22,5.579,134.392,107.658,4.456,0.933,83135576.848,5097.09,614.554,0.584,0.584,0.313,0.075,0.196,0.029,0.129,-0,0,0,0,0,0,0.132,6,28.274,81.079,0.008,12.408,89.539,944.58,1150.493,0.05,0.025,574.884
3.481,1979.21,1073.264,256.661,1084.161,260.857,250.95,0.029,250.95,0.007,153.326,46.598,32.9,-105.999,32.117,0.126,0,0.003,-0,1746.805,402.683,1768.057,5.569,134.626,107.667,4.493,0.944,84067347.189,5045.058,629.328,0.585,0.585,0.311,0.076,0.198,0.023,0.102,0,0,0,0,0,0,0.133,6,28.274,81.125,0.008,11.848,89.249,942.886,1150.173,0.05,0.025,588.205
3.531,2033.192,1086.016,255.136,1097.108,259.092,258.673,0.03,258.673,0.007,155.614,45.107,32.9,-105.999,32.117,0.058,-0,0.005,-0,1740.122,396.001,1767.509,5.558,134.955,107.665,4.548,0.956,84991753.541,5017.356,644.639,0.586,0.586,0.309,0.076,0.201,0.01,0.047,0,0,0,0,0,0,0.135,6,28.274,81.202,0.009,11.361,88.956,941.171,1149.849,0.05,0.025,601.564
3.581,2087.81,1098.698,253.569,1109.974,257.172,266.509,0.032,266.509,0.007,157.811,42.898,32.9,-105.999,32.117,0.054,0,-0.005,-0,1736.902,392.78,1766.781,5.553,135.101,107.652,4.575,0.967,85914514.765,4996.996,660.66,0.587,0.587,0.307,0.077,0.203,0.01,0.045,0,0,0,0,0,-0,0.136,6,28.274,81.293,0.009,11.548,88.659,939.437,1149.522,0.05,0.025,614.953
3.631,2143.063,1111.423,254.583,1122.868,257.913,274.453,0.033,274.453,0.007,159.913,41.314,32.9,-105.999,32.116,0.148,0,-0.003,-0,1729.983,385.861,1767.203,5.541,134.964,107.673,4.548,0.979,86837416.339,5007.522,677.011,0.589,0.589,0.305,0.078,0.205,0.027,0.122,-0,0,0,0,0,-0,0.138,6,28.274,81.369,0.01,11.78,88.359,937.682,1149.19,0.05,0.025,628.492
3.681,2198.951,1124.1,253.399,1135.707,256.661,282.499,0.035,282.499,0.007,161.951,40.784,32.9,-105.999,32.116,0.155,0,-0.001,-0,1724.895,380.773,1765.776,5.533,135.076,107.643,4.572,0.99,87742047.766,4992.476,693.298,0.59,0.59,0.303,0.079,0.208,0.028,0.128,-0,0,0,0,0,-0,0.14,6,28.274,81.405,0.011,11.089,88.055,935.907,1148.855,0.05,0.026,642.085
3.731,2255.469,1136.625,250.405,1148.392,253.693,290.648,0.037,290.648,0.007,163.978,40.71,32.9,-105.999,32.116,0.127,0,0.001,-0,1718.57,374.449,1765.529,5.523,135.284,107.644,4.607,1.001,88633972.927,4948.958,709.669,0.592,0.592,0.301,0.081,0.21,0.023,0.107,0,0,0,0,0,0,0.141,6,28.274,81.397,0.012,10.557,87.748,934.112,1148.516,0.05,0.026,655.617
3.781,2312.613,1149.125,249.683,1161.056,253.045,298.898,0.038,298.898,0.007,166.024,41.113,32.9,-105.999,32.116,0.105,0,0.003,-0,1714.86,370.738,1765.192,5.517,135.477,107.638,4.64,1.013,89531738.82,4947.261,726.836,0.594,0.594,0.299,0.087,0.207,0.019,0.089,-0,0,0,0,0,0,0.143,6,28.274,81.352,0.013,10.915,87.438,932.297,1148.173,0.05,0.026,669.234
3.831,2370.375,1161.373,244.774,1173.471,248.252,307.25,0.04,307.25,0.007,168.067,41.412,32.9,-105.999,32.116,0.06,0,0.005,-0,1709.191,365.069,1764.155,5.507,135.733,107.616,4.686,1.024,90408901.594,4879.398,743.945,0.596,0.596,0.297,0.093,0.205,0.011,0.052,-0,0,0,0,0,0,0.144,6,28.274,81.275,0.013,11.397,87.124,930.462,1147.826,0.05,0.026,682.668
3.881,2428.75,1173.611,244.413,1185.885,248.13,315.705,0.042,315.705,0.008,170.174,42.786,32.9,-105.999,32.116,0.002,-0,-0.005,-0.001,1704.165,360.044,1763.48,5.499,136.026,107.602,4.737,1.035,91282900.619,4882.466,761.334,0.598,0.598,0.296,0.099,0.203,0,0.001,0,0,0,0,0,-0,0.146,6,28.274,81.181,0.013,11.844,86.807,928.608,1147.476,0.05,0.027,696.203
3.931,2487.735,1185.763,242.978,1198.221,246.908,324.268,0.044,324.268,0.008,172.338,43.876,32.9,-105.999,32.115,0.054,0,-0.005,-0,1697.609,353.487,1763.006,5.488,135.997,107.592,4.734,1.046,92149282.286,4865.873,778.923,0.6,0.6,0.294,0.105,0.201,0.01,0.047,0,0,0,0,0,-0,0.147,6,28.274,81.087,0.013,12.438,86.487,926.735,1147.122,0.05,0.027,709.745
3.981,2547.323,1197.769,239.761,1210.419,243.863,332.94,0.046,332.94,0.008,174.54,44.541,32.9,-105.999,32.115,0.1,0,-0.003,-0,1694.066,349.944,1762.54,5.482,135.983,107.581,4.734,1.057,92999349.769,4827.207,793.767,0.6,0.6,0.292,0.109,0.199,0.018,0.088,0,0,0,0,0,-0,0.149,6,28.274,81.012,0.012,12.739,86.163,924.842,1146.765,0.05,0.027,723.219
4.031,2607.51,1209.712,238.865,1222.56,242.994,341.722,0.048,341.722,0.008,176.775,44.604,32.9,-105.999,32.115,0.097,0,-0.001,-0,1689.496,345.375,1762.372,5.475,136.104,107.576,4.755,1.068,93845009.543,4817.034,807.22,0.599,0.599,0.29,0.112,0.197,0.018,0.086,-0,0,0,0,0,-0,0.15,6,28.274,80.97,0.011,13.337,85.836,922.931,1146.403,0.05,0.027,736.716
4.081,2668.293,1221.623,238.044,1234.666,242.074,350.617,0.05,350.617,0.008,178.988,43.986,32.9,-105.999,32.115,0.065,0,0,-0,1685.18,341.058,1760.934,5.468,136.306,107.541,4.794,1.079,94685415.601,4807.092,820.729,0.598,0.598,0.288,0.115,0.195,0.012,0.058,0,0,0,0,0,0,0.152,6,28.274,80.962,0.01,13.925,85.506,921,1146.039,0.05,0.027,750.261
4.131,2729.67,1233.442,236.285,1246.674,240.174,359.62,0.052,359.62,0.008,181.156,43.048,32.9,-105.999,32.115,0.031,0,0.001,-0,1681.467,337.345,1760.684,5.462,136.508,107.533,4.829,1.09,95509310.136,4784.317,834.127,0.597,0.597,0.286,0.118,0.193,0.006,0.028,0,0,0,0,0,0,0.153,6,28.274,80.976,0.01,14.058,85.173,919.051,1145.67,0.05,0.028,763.774
4.181,2791.636,1245.194,234.916,1258.611,238.705,368.731,0.054,368.731,0.008,183.284,42.366,32.9,-105.999,32.114,0.012,0,0.002,-0,1677.499,333.377,1759.382,5.455,136.662,107.5,4.86,1.101,96318366.668,4767.095,847.372,0.596,0.596,0.284,0.121,0.191,0.002,0.011,-0,0,0,0,0,0,0.155,6,28.274,81.002,0.009,13.639,84.836,917.083,1145.299,0.05,0.028,777.284
4.231,2854.187,1256.855,233.004,1270.453,236.692,377.948,0.056,377.948,0.009,185.378,41.617,32.9,-105.999,32.114,0.004,0,-0.002,-0,1674.858,330.737,1759.052,5.451,136.779,107.491,4.881,1.111,97115171.214,4744.187,859.648,0.594,0.594,0.283,0.122,0.189,0.001,0.003,-0,0,0,0,0,-0,0.156,6,28.274,81.032,0.01,13.071,84.496,915.096,1144.923,0.05,0.028,790.756
4.281,2917.319,1268.397,230.959,1282.17,234.483,387.268,0.058,387.268,0.009,187.424,40.505,32.9,-105.999,32.114,0.038,0,-0.001,-0,1667.861,323.74,1758.292,5.439,136.772,107.467,4.884,1.122,97905232.118,4708.626,871.924,0.593,0.593,0.282,0.123,0.187,0.007,0.035,-0,0,0,0,0,-0,0.158,6,28.274,81.059,0.012,12.997,84.153,913.091,1144.545,0.05,0.028,804.151
4.331,2981.026,1279.903,229.863,1293.844,233.297,396.69,0.061,396.69,0.009,189.426,39.882,32.9,-105.999,32.114,0.057,0,-0,-0,1665.889,321.767,1757.119,5.436,136.802,107.438,4.894,1.133,98689181.08,4699.407,884.204,0.591,0.591,0.281,0.124,0.185,0.011,0.052,0,0,0,0,0,-0,0.159,6,28.274,81.073,0.013,12.965,83.807,911.067,1144.162,0.05,0.029,817.568
4.381,3045.308,1291.385,229.553,1305.495,233.022,406.211,0.063,406.211,0.009,191.42,40.06,32.9,-105.999,32.114,0.046,0,0.001,-0,1660.523,316.401,1756.039,5.427,136.91,107.406,4.917,1.143,99466103.532,4695.371,896.464,0.59,0.59,0.28,0.125,0.184,0.009,0.043,-0,0,0,0,0,0,0.161,6,28.274,81.063,0.015,12.741,83.458,909.026,1143.777,0.05,0.029,831.027
4.431,3110.161,1302.729,226.905,1317.009,230.459,415.832,0.065,415.832,0.009,193.418,40.317,32.9,-105.999,32.113,0.019,0,0.002,-0,1654.941,310.819,1756.089,5.418,137.06,107.399,4.943,1.154,100229276.99,4657.905,908.602,0.588,0.588,0.28,0.127,0.182,0.004,0.018,0,0,0,0,0,0,0.162,6,28.274,81.034,0.016,12.536,83.106,906.966,1143.388,0.05,0.029,844.381
4.481,3175.581,1314.041,226.05,1328.496,229.656,425.553,0.068,425.553,0.009,195.443,40.54,32.9,-105.999,32.113,0.009,0,0.002,-0,1651.832,307.711,1755.563,5.413,137.152,107.382,4.962,1.164,100994777.472,4651.579,920.874,0.587,0.587,0.279,0.128,0.18,0.002,0.008,-0,0,0,0,0,0,0.163,6,28.274,80.998,0.016,12.931,82.75,904.888,1142.995,0.05,0.029,857.769
4.531,3241.562,1325.231,223.74,1339.862,227.472,435.376,0.071,435.376,0.009,197.467,41.037,32.9,-105.999,32.113,0.023,0,-0.002,-0,1646.719,302.598,1754.428,5.405,137.174,107.347,4.971,1.174,101742017.617,4620.764,932.952,0.586,0.586,0.278,0.129,0.179,0.004,0.021,-0,0,0,0,0,-0,0.165,6,28.274,80.959,0.016,12.867,82.392,902.793,1142.599,0.05,0.03,871.063
4.581,3308.103,1336.369,222.62,1351.183,226.438,445.301,0.073,445.301,0.009,199.533,41.403,32.9,-105.999,32.113,0.041,0,-0.001,-0,1642.161,298.04,1754.508,5.397,137.174,107.339,4.973,1.185,102483062.738,4607.765,945.025,0.584,0.584,0.277,0.13,0.177,0.008,0.039,0,0,0,0,0,-0,0.166,6,28.274,80.929,0.015,12.804,82.031,900.679,1142.2,0.05,0.03,884.362
4.631,3375.199,1347.474,221.941,1362.472,225.76,455.329,0.076,455.329,0.01,201.602,41.351,32.9,-105.999,32.113,0.04,0,-0,-0,1637.596,293.474,1752.988,5.39,137.222,107.296,4.988,1.195,103222061.672,4600.088,957.13,0.583,0.583,0.276,0.132,0.176,0.008,0.038,0,0,0,0,0,-0,0.168,6,28.274,80.918,0.014,12.818,81.666,898.575,1141.797,0.05,0.03,897.703
4.681,3442.844,1358.361,217.851,1373.538,221.545,465.46,0.079,465.46,0.01,203.628,40.289,32.9,-105.998,32.112,0.023,0,0.001,-0,1633.266,289.144,1752.465,5.383,137.308,107.273,5.006,1.205,103946768.446,4542.452,968.487,0.581,0.581,0.275,0.132,0.174,0.004,0.022,0,0,0,0,0,0,0.169,6,28.274,80.925,0.013,12.784,81.299,896.511,1141.392,0.05,0.03,910.869
4.731,3511.034,1369.217,216.944,1384.571,220.569,475.691,0.081,475.691,0.01,205.625,39.826,32.9,-105.998,32.112,0.012,0,0.001,-0,1629.688,285.566,1751.253,5.377,137.368,107.238,5.022,1.215,104662020.321,4531.704,979.215,0.579,0.579,0.274,0.133,0.173,0.002,0.011,0,0,0,0,0,0,0.17,6,28.274,80.943,0.013,12.361,80.928,894.431,1140.982,0.05,0.03,924.045
4.781,3579.765,1380.024,216.389,1395.551,219.855,486.022,0.084,486.022,0.01,207.594,38.883,32.9,-105.998,32.112,0.02,0,-0.001,-0,1625.465,281.344,1751.013,5.37,137.369,107.221,5.025,1.225,105374109.153,4523.463,989.943,0.578,0.578,0.273,0.133,0.171,0.004,0.019,0,0,0,0,0,-0,0.172,6,28.274,80.965,0.014,12.351,80.555,892.334,1140.57,0.05,0.031,937.205
